500,2.186466069,19942.837,28343.561,0,0,769.256,500,750,48,2.4,-2.802,5000,999.812,0,-0.02,-0.02,33.748
769.256,2.186466069,19787.3402,28563.3781,0,-221.75,806.748,,,,,,,,33.748,-0.02,-0.02,68.748
806.748,2.101929591,19766.5659,28594.574,-221.75,-221.75,919.527,,,,,,,,68.748,-0.02,-0.02,103.748
919.527,1.593343014,19736.0726,28701.8934,-221.75,-9579.228,999.812,,,,,,,,103.748,-0.02,-0.02,150.356
999.812,1.408126792,19744.0397,28781.6598,0,0,1199.812,,,,,,,,150.356,-0.02,-0.02,195.356
,,,,,,,,,,,,,,195.356,-0.02,-0.02,249.551
,,,,,,,,,,,,,,249.551,-0.02,-0.02,301.275
